Date,Latitude,Longitude
07/12/2019 23:35:08,28.194,-90.855
07/12/2019 23:37:07,28.194,-90.853
07/12/2019 23:39:07,28.193,-90.850
07/12/2019 23:41:07,28.193,-90.847
07/12/2019 23:43:07,28.193,-90.845
07/12/2019 23:45:07,28.193,-90.843
07/12/2019 23:47:07,28.193,-90.841
07/12/2019 23:49:07,28.194,-90.839
07/12/2019 23:49:36,28.194,-90.839
07/12/2019 23:51:36,28.196,-90.840
07/12/2019 23:53:36,28.198,-90.841
07/12/2019 23:55:36,28.200,-90.842
07/12/2019 23:57:37,28.202,-90.843
07/12/2019 23:59:37,28.204,-90.844
07/13/2019 00:01:37,28.206,-90.845
07/13/2019 00:03:37,28.208,-90.846
07/13/2019 00:05:37,28.210,-90.847
07/13/2019 00:07:37,28.212,-90.848
07/13/2019 00:09:37,28.214,-90.849
07/13/2019 00:11:37,28.216,-90.850
07/13/2019 00:13:36,28.218,-90.851
07/13/2019 00:15:36,28.220,-90.853
07/13/2019 00:17:36,28.222,-90.854
07/13/2019 00:19:36,28.224,-90.855
07/13/2019 00:21:36,28.226,-90.856
07/13/2019 00:23:36,28.228,-90.857
07/13/2019 00:25:36,28.230,-90.858
07/13/2019 00:27:37,28.232,-90.859
07/13/2019 00:29:37,28.234,-90.860
07/13/2019 00:31:37,28.236,-90.861
07/13/2019 00:33:37,28.238,-90.862
07/13/2019 00:35:37,28.240,-90.863
07/13/2019 00:37:37,28.242,-90.864
07/13/2019 00:39:34,28.244,-90.865
07/13/2019 00:41:34,28.250,-90.870
07/13/2019 00:43:34,28.257,-90.875
07/13/2019 00:45:34,28.263,-90.880
07/13/2019 00:47:34,28.270,-90.886
07/13/2019 00:49:34,28.276,-90.891
07/13/2019 00:51:35,28.282,-90.896
07/13/2019 00:53:35,28.289,-90.901
07/13/2019 00:55:35,28.295,-90.906
07/13/2019 00:57:35,28.301,-90.911
07/13/2019 00:59:35,28.308,-90.917
07/13/2019 01:01:35,28.314,-90.922
07/13/2019 01:03:35,28.321,-90.927
07/13/2019 01:05:35,28.327,-90.932
07/13/2019 01:07:34,28.333,-90.937
07/13/2019 01:09:34,28.340,-90.942
07/13/2019 01:11:34,28.346,-90.947
07/13/2019 01:13:34,28.352,-90.952
07/13/2019 01:15:34,28.359,-90.958
07/13/2019 01:17:34,28.365,-90.963
07/13/2019 01:19:34,28.371,-90.968
07/13/2019 01:21:35,28.378,-90.973
07/13/2019 01:23:35,28.384,-90.978
07/13/2019 01:25:35,28.390,-90.983
07/13/2019 01:27:35,28.397,-90.988
07/13/2019 01:29:35,28.403,-90.993
07/13/2019 01:31:35,28.409,-90.998
07/13/2019 01:33:35,28.416,-91.004
07/13/2019 01:35:35,28.422,-91.009
07/13/2019 01:37:34,28.428,-91.014
07/13/2019 01:39:34,28.435,-91.019
07/13/2019 01:41:34,28.441,-91.024
07/13/2019 01:43:34,28.447,-91.029
07/13/2019 01:45:34,28.453,-91.034
07/13/2019 01:47:34,28.460,-91.039
07/13/2019 01:49:34,28.466,-91.044
07/13/2019 01:51:35,28.472,-91.049
07/13/2019 01:53:35,28.478,-91.054
07/13/2019 01:55:35,28.485,-91.059
07/13/2019 01:57:35,28.491,-91.064
07/13/2019 01:59:35,28.497,-91.069
07/13/2019 02:01:35,28.503,-91.075
07/13/2019 02:03:35,28.510,-91.080
07/13/2019 02:05:35,28.516,-91.085
07/13/2019 02:07:34,28.522,-91.090
07/13/2019 02:09:34,28.528,-91.095
07/13/2019 02:11:34,28.535,-91.100
07/13/2019 02:13:34,28.541,-91.105
07/13/2019 02:15:34,28.547,-91.110
07/13/2019 02:17:34,28.553,-91.115
07/13/2019 02:19:34,28.559,-91.120
07/13/2019 02:21:35,28.566,-91.125
07/13/2019 02:23:35,28.572,-91.130
07/13/2019 02:25:35,28.578,-91.135
07/13/2019 02:27:35,28.584,-91.140
07/13/2019 02:29:35,28.590,-91.145
07/13/2019 02:31:35,28.596,-91.150
07/13/2019 02:33:35,28.602,-91.155
07/13/2019 02:35:35,28.609,-91.160
07/13/2019 02:37:34,28.615,-91.165
07/13/2019 02:39:34,28.621,-91.170
07/13/2019 02:41:34,28.627,-91.174
07/13/2019 02:43:34,28.633,-91.179
07/13/2019 02:45:34,28.639,-91.184
07/13/2019 02:47:34,28.645,-91.189
07/13/2019 02:49:34,28.651,-91.194
07/13/2019 02:51:35,28.657,-91.199
07/13/2019 02:53:35,28.663,-91.204
07/13/2019 02:55:35,28.669,-91.209
07/13/2019 02:57:35,28.675,-91.214
07/13/2019 02:59:35,28.681,-91.219
07/13/2019 03:01:35,28.687,-91.224
07/13/2019 03:03:35,28.693,-91.229
07/13/2019 03:05:35,28.700,-91.233
07/13/2019 03:07:34,28.705,-91.238
07/13/2019 03:09:34,28.711,-91.243
07/13/2019 03:11:34,28.717,-91.248
07/13/2019 03:13:34,28.723,-91.253
07/13/2019 03:15:34,28.729,-91.258
07/13/2019 03:17:34,28.735,-91.263
07/13/2019 03:19:34,28.741,-91.268
07/13/2019 03:21:35,28.747,-91.272
07/13/2019 03:23:35,28.753,-91.277
07/13/2019 03:25:35,28.759,-91.282
07/13/2019 03:27:35,28.765,-91.287
07/13/2019 03:29:35,28.771,-91.292
07/13/2019 03:31:35,28.777,-91.296
07/13/2019 03:33:35,28.783,-91.301
07/13/2019 03:35:35,28.789,-91.306
07/13/2019 03:37:34,28.794,-91.311
07/13/2019 03:39:34,28.800,-91.316
07/13/2019 03:41:34,28.806,-91.320
07/13/2019 03:43:34,28.812,-91.325
07/13/2019 03:45:34,28.818,-91.330
07/13/2019 03:47:34,28.824,-91.335
07/13/2019 03:49:34,28.829,-91.339
07/13/2019 03:51:35,28.835,-91.344
07/13/2019 03:53:35,28.841,-91.349
07/13/2019 03:55:35,28.847,-91.353
07/13/2019 03:57:35,28.852,-91.358
07/13/2019 03:59:35,28.858,-91.363
07/13/2019 04:01:35,28.864,-91.368
07/13/2019 04:03:35,28.870,-91.372
07/13/2019 04:05:35,28.875,-91.377
07/13/2019 04:07:34,28.881,-91.382
07/13/2019 04:09:34,28.887,-91.386
07/13/2019 04:11:34,28.892,-91.391
07/13/2019 04:13:34,28.898,-91.395
07/13/2019 04:15:34,28.904,-91.400
07/13/2019 04:17:34,28.909,-91.405
07/13/2019 04:19:34,28.915,-91.409
07/13/2019 04:21:35,28.921,-91.414
07/13/2019 04:23:35,28.926,-91.419
07/13/2019 04:25:35,28.932,-91.423
07/13/2019 04:27:35,28.937,-91.428
07/13/2019 04:29:35,28.943,-91.432
07/13/2019 04:31:35,28.948,-91.437
07/13/2019 04:33:35,28.954,-91.441
07/13/2019 04:35:35,28.960,-91.446
07/13/2019 04:37:34,28.965,-91.451
07/13/2019 04:39:34,28.971,-91.455
07/13/2019 04:41:34,28.976,-91.460
07/13/2019 04:43:34,28.982,-91.464
07/13/2019 04:45:34,28.987,-91.469
07/13/2019 04:47:34,28.992,-91.473
07/13/2019 04:49:34,28.998,-91.478
07/13/2019 04:51:35,29.003,-91.482
07/13/2019 04:53:35,29.009,-91.487
07/13/2019 04:55:35,29.014,-91.491
07/13/2019 04:57:35,29.020,-91.495
07/13/2019 04:59:35,29.025,-91.500
07/13/2019 05:01:35,29.030,-91.504
07/13/2019 05:03:35,29.036,-91.509
07/13/2019 05:05:35,29.041,-91.513
07/13/2019 05:07:34,29.046,-91.518
07/13/2019 05:09:34,29.052,-91.522
07/13/2019 05:11:34,29.057,-91.526
07/13/2019 05:13:34,29.062,-91.531
07/13/2019 05:15:34,29.067,-91.535
07/13/2019 05:17:34,29.073,-91.539
07/13/2019 05:19:34,29.078,-91.544
07/13/2019 05:21:35,29.083,-91.548
07/13/2019 05:23:35,29.088,-91.552
07/13/2019 05:25:35,29.093,-91.557
07/13/2019 05:27:35,29.099,-91.561
07/13/2019 05:29:35,29.104,-91.565
07/13/2019 05:31:35,29.109,-91.569
07/13/2019 05:33:35,29.114,-91.574
07/13/2019 05:35:35,29.119,-91.578
07/13/2019 05:37:34,29.124,-91.582
07/13/2019 05:39:34,29.129,-91.586
07/13/2019 05:41:34,29.134,-91.591
07/13/2019 05:43:34,29.139,-91.595
07/13/2019 05:45:34,29.145,-91.599
07/13/2019 05:47:34,29.150,-91.603
07/13/2019 05:49:34,29.155,-91.607
07/13/2019 05:51:35,29.160,-91.612
07/13/2019 05:53:35,29.164,-91.616
07/13/2019 05:55:35,29.169,-91.620
07/13/2019 05:57:35,29.174,-91.624
07/13/2019 05:59:35,29.179,-91.628
07/13/2019 06:01:35,29.184,-91.632
07/13/2019 06:03:35,29.189,-91.636
07/13/2019 06:05:35,29.194,-91.640
07/13/2019 06:07:34,29.199,-91.645
07/13/2019 06:09:34,29.204,-91.649
07/13/2019 06:11:34,29.209,-91.653
07/13/2019 06:13:34,29.213,-91.657
07/13/2019 06:15:34,29.218,-91.661
07/13/2019 06:17:34,29.223,-91.665
07/13/2019 06:19:34,29.228,-91.669
07/13/2019 06:21:35,29.232,-91.673
07/13/2019 06:23:35,29.237,-91.677
07/13/2019 06:25:35,29.242,-91.681
07/13/2019 06:27:35,29.247,-91.685
07/13/2019 06:29:35,29.251,-91.689
07/13/2019 06:31:35,29.256,-91.693
07/13/2019 06:33:35,29.260,-91.696
07/13/2019 06:35:35,29.265,-91.700
07/13/2019 06:37:34,29.270,-91.704
07/13/2019 06:39:34,29.274,-91.708
07/13/2019 06:41:34,29.279,-91.712
07/13/2019 06:43:34,29.283,-91.716
07/13/2019 06:45:34,29.288,-91.720
07/13/2019 06:47:34,29.292,-91.724
07/13/2019 06:49:34,29.297,-91.727
07/13/2019 06:51:35,29.301,-91.731
07/13/2019 06:53:35,29.306,-91.735
07/13/2019 06:55:35,29.310,-91.739
07/13/2019 06:57:35,29.315,-91.742
07/13/2019 06:59:35,29.319,-91.746
07/13/2019 07:01:35,29.323,-91.750
07/13/2019 07:03:35,29.328,-91.754
07/13/2019 07:05:35,29.332,-91.757
07/13/2019 07:07:34,29.336,-91.761
07/13/2019 07:09:34,29.341,-91.765
07/13/2019 07:11:34,29.345,-91.768
07/13/2019 07:13:34,29.349,-91.772
07/13/2019 07:15:34,29.354,-91.776
07/13/2019 07:17:34,29.358,-91.779
07/13/2019 07:19:34,29.362,-91.783
07/13/2019 07:21:35,29.366,-91.787
07/13/2019 07:23:35,29.370,-91.790
07/13/2019 07:25:35,29.374,-91.794
07/13/2019 07:27:35,29.379,-91.797
07/13/2019 07:29:35,29.383,-91.801
07/13/2019 07:31:35,29.387,-91.804
07/13/2019 07:33:35,29.391,-91.808
07/13/2019 07:35:35,29.395,-91.811
07/13/2019 07:37:34,29.399,-91.815
07/13/2019 07:39:34,29.403,-91.818
07/13/2019 07:41:34,29.407,-91.822
07/13/2019 07:43:34,29.411,-91.825
07/13/2019 07:45:34,29.415,-91.829
07/13/2019 07:47:34,29.419,-91.832
07/13/2019 07:49:34,29.423,-91.835
07/13/2019 07:51:35,29.426,-91.839
07/13/2019 07:53:35,29.430,-91.842
07/13/2019 07:55:35,29.434,-91.846
07/13/2019 07:57:35,29.438,-91.849
07/13/2019 07:59:35,29.442,-91.852
07/13/2019 08:01:35,29.446,-91.855
07/13/2019 08:03:35,29.449,-91.859
07/13/2019 08:05:35,29.453,-91.862
07/13/2019 08:07:34,29.457,-91.865
07/13/2019 08:09:34,29.460,-91.869
07/13/2019 08:11:34,29.464,-91.872
07/13/2019 08:13:34,29.468,-91.875
07/13/2019 08:15:34,29.471,-91.878
07/13/2019 08:17:34,29.475,-91.881
07/13/2019 08:19:34,29.478,-91.885
07/13/2019 08:21:35,29.482,-91.888
07/13/2019 08:23:35,29.486,-91.891
07/13/2019 08:25:35,29.489,-91.894
07/13/2019 08:27:35,29.493,-91.897
07/13/2019 08:29:35,29.496,-91.900
07/13/2019 08:31:35,29.499,-91.903
07/13/2019 08:33:35,29.503,-91.906
07/13/2019 08:35:35,29.506,-91.909
07/13/2019 08:37:34,29.510,-91.912
07/13/2019 08:39:34,29.513,-91.915
07/13/2019 08:41:34,29.516,-91.918
07/13/2019 08:43:34,29.520,-91.921
07/13/2019 08:45:34,29.523,-91.924
07/13/2019 08:47:34,29.526,-91.927
07/13/2019 08:49:34,29.529,-91.930
07/13/2019 08:51:35,29.532,-91.933
07/13/2019 08:53:35,29.536,-91.936
07/13/2019 08:55:35,29.539,-91.939
07/13/2019 08:57:35,29.542,-91.942
07/13/2019 08:59:35,29.545,-91.944
07/13/2019 09:01:35,29.548,-91.947
07/13/2019 09:03:35,29.551,-91.950
07/13/2019 09:05:35,29.554,-91.953
07/13/2019 09:07:34,29.557,-91.956
07/13/2019 09:09:34,29.560,-91.958
07/13/2019 09:11:34,29.563,-91.961
07/13/2019 09:13:34,29.566,-91.964
07/13/2019 09:15:34,29.569,-91.967
07/13/2019 09:17:34,29.572,-91.969
07/13/2019 09:19:34,29.575,-91.972
07/13/2019 09:21:35,29.578,-91.975
07/13/2019 09:23:35,29.580,-91.977
07/13/2019 09:25:35,29.583,-91.980
07/13/2019 09:27:35,29.586,-91.982
07/13/2019 09:29:35,29.589,-91.985
07/13/2019 09:31:35,29.591,-91.988
07/13/2019 09:33:35,29.594,-91.990
07/13/2019 09:35:35,29.597,-91.993
07/13/2019 09:37:34,29.600,-91.995
07/13/2019 09:39:34,29.602,-91.998
07/13/2019 09:41:34,29.605,-92.000
07/13/2019 09:43:34,29.607,-92.003
07/13/2019 09:45:34,29.610,-92.005
07/13/2019 09:47:34,29.613,-92.008
07/13/2019 09:49:34,29.615,-92.010
07/13/2019 09:51:35,29.618,-92.013
07/13/2019 09:53:35,29.620,-92.015
07/13/2019 09:55:35,29.623,-92.017
07/13/2019 09:57:35,29.625,-92.020
07/13/2019 09:59:35,29.627,-92.022
07/13/2019 10:01:35,29.630,-92.024
07/13/2019 10:03:35,29.632,-92.027
07/13/2019 10:05:35,29.635,-92.029
07/13/2019 10:07:34,29.637,-92.031
07/13/2019 10:09:34,29.639,-92.034
07/13/2019 10:11:34,29.642,-92.036
07/13/2019 10:13:34,29.644,-92.038
07/13/2019 10:15:34,29.646,-92.040
07/13/2019 10:17:34,29.648,-92.043
07/13/2019 10:19:34,29.651,-92.045
07/13/2019 10:21:35,29.653,-92.047
07/13/2019 10:23:35,29.655,-92.049
07/13/2019 10:25:35,29.657,-92.051
07/13/2019 10:27:35,29.659,-92.054
07/13/2019 10:29:35,29.661,-92.056
07/13/2019 10:31:35,29.663,-92.058
07/13/2019 10:33:35,29.665,-92.060
07/13/2019 10:35:35,29.668,-92.062
07/13/2019 10:37:34,29.670,-92.064
07/13/2019 10:39:34,29.672,-92.066
07/13/2019 10:41:34,29.674,-92.068
07/13/2019 10:43:34,29.676,-92.070
07/13/2019 10:45:34,29.678,-92.072
07/13/2019 10:47:34,29.679,-92.074
07/13/2019 10:49:34,29.681,-92.076
07/13/2019 10:51:35,29.683,-92.078
07/13/2019 10:53:35,29.685,-92.080
07/13/2019 10:55:35,29.687,-92.082
07/13/2019 10:57:35,29.689,-92.084
07/13/2019 10:59:35,29.691,-92.086
07/13/2019 11:01:35,29.693,-92.088
07/13/2019 11:03:35,29.694,-92.090
07/13/2019 11:05:35,29.696,-92.092
07/13/2019 11:07:34,29.698,-92.094
07/13/2019 11:09:34,29.700,-92.096
07/13/2019 11:11:34,29.701,-92.098
07/13/2019 11:13:34,29.703,-92.099
07/13/2019 11:15:34,29.705,-92.101
07/13/2019 11:17:34,29.706,-92.103
07/13/2019 11:19:34,29.708,-92.105
07/13/2019 11:21:35,29.710,-92.107
07/13/2019 11:23:35,29.711,-92.108
07/13/2019 11:25:35,29.713,-92.110
07/13/2019 11:27:35,29.714,-92.112
07/13/2019 11:29:35,29.716,-92.114
07/13/2019 11:31:35,29.718,-92.115
07/13/2019 11:33:35,29.719,-92.117
07/13/2019 11:35:35,29.721,-92.119
07/13/2019 11:37:34,29.722,-92.121
07/13/2019 11:39:34,29.724,-92.122
07/13/2019 11:41:34,29.725,-92.124
07/13/2019 11:43:34,29.726,-92.126
07/13/2019 11:45:34,29.728,-92.127
07/13/2019 11:47:34,29.729,-92.129
07/13/2019 11:49:34,29.731,-92.131
07/13/2019 11:51:35,29.732,-92.132
07/13/2019 11:53:35,29.733,-92.134
07/13/2019 11:55:35,29.735,-92.135
07/13/2019 11:57:35,29.736,-92.137
07/13/2019 11:59:35,29.737,-92.139
07/13/2019 12:01:35,29.739,-92.140
07/13/2019 12:03:35,29.740,-92.142
07/13/2019 12:05:35,29.741,-92.143
07/13/2019 12:07:34,29.742,-92.145
07/13/2019 12:09:34,29.744,-92.146
07/13/2019 12:11:34,29.745,-92.148
07/13/2019 12:13:34,29.746,-92.149
07/13/2019 12:15:34,29.747,-92.151
07/13/2019 12:17:34,29.748,-92.152
07/13/2019 12:19:34,29.750,-92.154
07/13/2019 12:21:35,29.751,-92.155
07/13/2019 12:23:35,29.752,-92.157
07/13/2019 12:25:35,29.753,-92.158
07/13/2019 12:27:35,29.754,-92.159
07/13/2019 12:29:35,29.755,-92.161
07/13/2019 12:31:35,29.756,-92.162
07/13/2019 12:33:35,29.757,-92.164
07/13/2019 12:35:35,29.758,-92.165
07/13/2019 12:37:34,29.759,-92.166
07/13/2019 12:39:34,29.760,-92.168
07/13/2019 12:41:34,29.761,-92.169
07/13/2019 12:43:34,29.762,-92.170
07/13/2019 12:45:34,29.763,-92.172
07/13/2019 12:47:34,29.764,-92.173
07/13/2019 12:49:34,29.765,-92.174
07/13/2019 12:51:35,29.766,-92.176
07/13/2019 12:53:35,29.767,-92.177
07/13/2019 12:55:35,29.768,-92.178
07/13/2019 12:57:35,29.769,-92.180
07/13/2019 12:59:35,29.770,-92.181
07/13/2019 13:01:35,29.771,-92.182
07/13/2019 13:03:35,29.771,-92.183
07/13/2019 13:05:35,29.772,-92.185
07/13/2019 13:07:34,29.773,-92.186
07/13/2019 13:09:34,29.774,-92.187
07/13/2019 13:11:34,29.775,-92.188
07/13/2019 13:13:34,29.775,-92.189
07/13/2019 13:15:34,29.776,-92.191
07/13/2019 13:17:34,29.777,-92.192
07/13/2019 13:19:34,29.778,-92.193
07/13/2019 13:21:35,29.778,-92.194
07/13/2019 13:23:35,29.779,-92.195
07/13/2019 13:25:35,29.780,-92.197
07/13/2019 13:27:35,29.781,-92.198
07/13/2019 13:29:35,29.781,-92.199
07/13/2019 13:31:35,29.782,-92.200
07/13/2019 13:33:35,29.783,-92.201
07/13/2019 13:35:35,29.783,-92.202
07/13/2019 13:37:34,29.784,-92.203
07/13/2019 13:39:34,29.784,-92.204
07/13/2019 13:41:34,29.785,-92.205
07/13/2019 13:43:34,29.786,-92.206
07/13/2019 13:45:34,29.786,-92.208
07/13/2019 13:47:34,29.787,-92.209
07/13/2019 13:49:34,29.787,-92.210
07/13/2019 13:51:35,29.788,-92.211
07/13/2019 13:53:35,29.788,-92.212
07/13/2019 13:55:35,29.789,-92.213
07/13/2019 13:57:35,29.790,-92.214
07/13/2019 13:59:35,29.790,-92.215
07/13/2019 14:01:35,29.791,-92.216
07/13/2019 14:03:35,29.791,-92.217
07/13/2019 14:05:35,29.792,-92.218
07/13/2019 14:07:34,29.792,-92.219
07/13/2019 14:09:34,29.792,-92.220
07/13/2019 14:11:34,29.793,-92.221
07/13/2019 14:13:34,29.793,-92.222
07/13/2019 14:15:34,29.794,-92.223
07/13/2019 14:17:34,29.794,-92.224
07/13/2019 14:19:34,29.795,-92.224
07/13/2019 14:21:35,29.795,-92.225
07/13/2019 14:23:35,29.795,-92.226
07/13/2019 14:25:35,29.796,-92.227
07/13/2019 14:27:35,29.796,-92.228
07/13/2019 14:29:35,29.797,-92.229
07/13/2019 14:31:35,29.797,-92.230
07/13/2019 14:33:35,29.797,-92.231
07/13/2019 14:35:35,29.798,-92.232
07/13/2019 14:37:34,29.798,-92.233
07/13/2019 14:39:34,29.798,-92.234
07/13/2019 14:41:34,29.799,-92.234
07/13/2019 14:43:34,29.799,-92.235
07/13/2019 14:45:34,29.799,-92.236
07/13/2019 14:47:34,29.799,-92.237
07/13/2019 14:49:34,29.800,-92.238
07/13/2019 14:51:35,29.800,-92.239
07/13/2019 14:53:35,29.800,-92.239
07/13/2019 14:55:35,29.800,-92.240
07/13/2019 14:57:35,29.801,-92.241
07/13/2019 14:59:35,29.801,-92.242
07/13/2019 15:01:35,29.801,-92.243
07/13/2019 15:03:35,29.801,-92.244
07/13/2019 15:05:35,29.802,-92.244
07/13/2019 15:07:34,29.802,-92.245
07/13/2019 15:09:34,29.802,-92.246
07/13/2019 15:11:34,29.802,-92.247
07/13/2019 15:13:34,29.802,-92.247
07/13/2019 15:15:34,29.803,-92.248
07/13/2019 15:17:34,29.803,-92.249
07/13/2019 15:19:34,29.803,-92.250
07/13/2019 15:21:35,29.803,-92.251
07/13/2019 15:23:35,29.803,-92.251
07/13/2019 15:25:35,29.803,-92.252
07/13/2019 15:27:35,29.803,-92.253
07/13/2019 15:29:35,29.804,-92.254
07/13/2019 15:31:35,29.804,-92.254
07/13/2019 15:33:35,29.804,-92.255
07/13/2019 15:35:35,29.804,-92.256
07/13/2019 15:37:34,29.804,-92.256
07/13/2019 15:39:34,29.804,-92.257
07/13/2019 15:41:34,29.804,-92.258
07/13/2019 15:43:34,29.804,-92.259
07/13/2019 15:45:34,29.804,-92.259
07/13/2019 15:47:34,29.804,-92.260
07/13/2019 15:49:34,29.804,-92.261
07/13/2019 15:51:35,29.804,-92.261
07/13/2019 15:53:35,29.804,-92.262
07/13/2019 15:55:35,29.805,-92.263
07/13/2019 15:57:35,29.805,-92.263
07/13/2019 15:59:35,29.805,-92.264
07/13/2019 16:01:35,29.805,-92.265
07/13/2019 16:03:35,29.805,-92.265
07/13/2019 16:05:35,29.805,-92.266
07/13/2019 16:07:34,29.805,-92.267
07/13/2019 16:09:34,29.805,-92.267
07/13/2019 16:11:34,29.805,-92.268
07/13/2019 16:13:34,29.805,-92.269
07/13/2019 16:15:34,29.805,-92.269
07/13/2019 16:17:34,29.805,-92.270
07/13/2019 16:19:34,29.805,-92.271
07/13/2019 16:21:35,29.805,-92.271
07/13/2019 16:23:35,29.805,-92.272
07/13/2019 16:25:35,29.805,-92.273
07/13/2019 16:27:35,29.805,-92.273
07/13/2019 16:29:35,29.805,-92.274
07/13/2019 16:31:35,29.804,-92.274
07/13/2019 16:33:35,29.804,-92.275
07/13/2019 16:35:35,29.804,-92.276
07/13/2019 16:37:34,29.804,-92.276
07/13/2019 16:39:34,29.804,-92.277
07/13/2019 16:41:34,29.804,-92.277
07/13/2019 16:43:34,29.804,-92.278
07/13/2019 16:45:34,29.804,-92.279
07/13/2019 16:47:34,29.804,-92.279
07/13/2019 16:49:34,29.804,-92.280
07/13/2019 16:51:35,29.804,-92.280
07/13/2019 16:53:35,29.804,-92.281
07/13/2019 16:55:35,29.804,-92.282
07/13/2019 16:57:35,29.804,-92.282
07/13/2019 16:59:35,29.804,-92.283
07/13/2019 17:01:35,29.803,-92.283
07/13/2019 17:03:35,29.803,-92.284
07/13/2019 17:05:35,29.803,-92.285
07/13/2019 17:07:34,29.803,-92.285
07/13/2019 17:09:34,29.803,-92.286
07/13/2019 17:11:34,29.803,-92.286
07/13/2019 17:13:34,29.803,-92.287
07/13/2019 17:15:34,29.803,-92.287
07/13/2019 17:17:34,29.803,-92.288
07/13/2019 17:19:34,29.803,-92.289
07/13/2019 17:21:35,29.802,-92.289
07/13/2019 17:23:35,29.802,-92.290
07/13/2019 17:25:35,29.802,-92.290
07/13/2019 17:27:35,29.802,-92.291
07/13/2019 17:29:35,29.802,-92.291
07/13/2019 17:31:35,29.802,-92.292
07/13/2019 17:33:35,29.802,-92.293
07/13/2019 17:35:35,29.802,-92.293
07/13/2019 17:37:34,29.801,-92.294
07/13/2019 17:39:34,29.801,-92.294
07/13/2019 17:41:34,29.801,-92.295
07/13/2019 17:43:34,29.801,-92.295
07/13/2019 17:45:34,29.801,-92.296
07/13/2019 17:47:34,29.801,-92.297
07/13/2019 17:49:34,29.801,-92.297
07/13/2019 17:51:35,29.801,-92.298
07/13/2019 17:53:35,29.800,-92.298
07/13/2019 17:55:35,29.800,-92.299
07/13/2019 17:57:35,29.800,-92.299
07/13/2019 17:59:35,29.800,-92.300